Azure Landing Zone Review - Aug 27 - Garic,,,,,,,,,
Network topology and connectivity,"Our organization created a Global Network using Azure VWAN, and the following statements are true about our requirements/deployment",We house the Azure Virtual WAN and Azure Firewall resources within our connectivity subscription.,,,,,,,
Network topology and connectivity,"Our organization created a Global Network using Azure VWAN, and the following statements are true about our requirements/deployment",We have a single Azure DDoS standard protection plan deployed in our connectivity subscription.,,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,"We require private connectivity to Azure, and we currently use VPN.","We require private connectivity to Azure, and we currently use VPN.",,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,"We require private connectivity to Azure, and we currently use ExpressRoute circuits. ",,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,"We require encryption and private connectivity for Azure, and we currently use ExpressRoute Direct with MacSec enabled between our routes and Microsoft Edge routers. ",,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,"We use ExpressRoute circuit with private peering configured, and we enabled FastPath when we created the ExpressRoute connection.",,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,We have an on-premises datacenter that's connected to two ExpressRoute peering locations to increase overall reliability. ,,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,"When an Azure region supports availability zones, we deploy only ExpressRoute gateways that support zonal deployment, like VpnGw[x]AZ sku. ",,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,"Our on-premises datacenter connects to one or more Hub Virtual Networks/Virtual WAN hubs in a particular Azure region. The total combined bandwidth requires no more than 10Gbps throughput, and we use ExpressRoute through a service provider. When more than 10Gbps is needed, we use ExpressRoute Direct circuits.",,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,"We use ExpressRoute network insights to monitor our ExpressRoute components (peerings, connections, and gateways).",,,,,,,
Network topology and connectivity,"The following statements about our strategy for assigning IP addresses to Azure, on-premises, and other cloud providers are true",We use only private IP address ranges from RFC 1918 for our private On-premises networks and/or Azure Virtual Networks.,We use only private IP address ranges from RFC 1918 for our private On-premises networks and/or Azure Virtual Networks.,,,,,,
Network topology and connectivity,"The following statements about our strategy for assigning IP addresses to Azure, on-premises, and other cloud providers are true","We do not use any of the following IP address ranges as Address Space of our Azure or On-Premises networks: 224.0.0.0/4 (multicast), 255.255.255.255/32 (broadcast), 127.0.0.0/8 (loopback), 169.254.0.0/16 (link-local), and  168.63.129.16/32 (internal DNS).","We do not use any of the following IP address ranges as Address Space of our Azure or On-Premises networks: 224.0.0.0/4 (multicast), 255.255.255.255/32 (broadcast), 127.0.0.0/8 (loopback), 169.254.0.0/16 (link-local), and  168.63.129.16/32 (internal DNS).",,,,,,
Network topology and connectivity,"The following statements about our strategy for assigning IP addresses to Azure, on-premises, and other cloud providers are true","We do not create large Azure Virtual Networks like (/16), unless for Landing Zone Virtual Networks hosting services that may require thousands of IP Addresses, such as Azure Kubernetes or Azure Databricks.",,,,,,,
Network topology and connectivity,"The following statements about our strategy for assigning IP addresses to Azure, on-premises, and other cloud providers are true",We use an IP address management solution that helps us to reserve and assign IP addresses ranges and ensure admins don't create networks with IP overlap.,,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure PaaS services are true,"We use virtual network injection for supported Azure services to make them available from within your virtual network, and we are locking down the communication within the virtual network by using UDRs and NSGs.","We use virtual network injection for supported Azure services to make them available from within your virtual network, and we are locking down the communication within the virtual network by using UDRs and NSGs.",,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure PaaS services are true,When available we always use Private Link Endpoints for Azure PaaS services that do not require public access.,,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure PaaS services are true,"When virtual network injection or Private Link Endpoints are not available, we use ExpressRoute with Microsoft peering, and we have restricted the Networks that can reach out to the services separately, in the Firewall setting of each service.",,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure PaaS services are true,"When Virtual Network Injection or Private Link Endpoints are not available, we use Service Endpoints. We only enable them on the subnets that really need access to a particular Azure PaaS service, and we only use them when there are no data exfiltration concerns.",,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure PaaS services are true,"Our corporate security policy requires that we limit Cross-Tenant Private Link Endpoint connections in Azure, and in order to achieve that we have implemented Azure Policies to meet that requirement.",,,,,,,
Network topology and connectivity,The following statements are true about how we secure our workloads from inbound HTTP/S connectivity from the internet,We use Application Gateway v2 for secure delivery of HTTP/S applications and ensure that WAF protection and policies are enabled. ,,,,,,,
Network topology and connectivity,The following statements are true about how we secure our workloads from inbound HTTP/S connectivity from the internet,"(Single region) We use Application Gateway v2 (or a partner NVA) and ensure that WAF protection and policies are enabled for secure delivery of external-facing HTTP/S applications, and we deploy them within the landing-zone virtual network and with the applications that they're securing.",,,,,,,
Network topology and connectivity,The following statements are true about how we secure our workloads from inbound HTTP/S connectivity from the internet,"(Multi-region) When using Azure Front Door and Application Gateway v2 to protect HTTP/S applications, we use WAF policies in Front Door and lock Application Gateway down to only receive traffic from Front Door.",,,,,,,
Network topology and connectivity,The following statements are true about how we secure our workloads from inbound HTTP/S connectivity from the internet,We have no public facing application.,We have no public facing application.,,,,,,
Network topology and connectivity,"The following statements are true about our requirements and strategy for ""Outbound Internet"" access",We do not use Azure's default internet outbound (SNAT) for any scenario. We use Azure Firewall or a partner NVA to govern Azure outbound traffic to the internet.,We do not use Azure's default internet outbound (SNAT) for any scenario. We use Azure Firewall or a partner NVA to govern Azure outbound traffic to the internet.,,,,,,
Network topology and connectivity,"The following statements are true about our requirements and strategy for ""Outbound Internet"" access","We use NAT gateway for Online Landing Zones Vnets not connected to the Hub VNet, where compute resources require internet outbound access and do not need any of the security features provided by Azure Firewall or a third-party NVA.",,,,,,,
Network topology and connectivity,The following statements are true about our requirements and strategy for our inbound and outbound internet connectivity,We prevent exposure of VM management ports to the internet by using Azure Policy to prevent VM creation with a public IP attached.,,,,,,,
Network topology and connectivity,The following statements are true about our requirements and strategy for our inbound and outbound internet connectivity,We use Azure Bastion to access jump-box virtual machines for management purposes.,We use Azure Bastion to access jump-box virtual machines for management purposes.,,,,,,
Network topology and connectivity,The following statements are true about our requirements and strategy for our inbound and outbound internet connectivity,We use Azure DDoS Protection Standard protection plans to help protect all Virtual Networks hosting any resource with a Public IP.,,,,,,,
Network topology and connectivity,The following statements are true about our requirements and strategy for our inbound and outbound internet connectivity,"We do not replicate on-premises perimeter network concepts and architectures into Azure. Similar security capabilities are available in Azure, but the implementation and architecture must be adapted to the cloud.",,,,,,,
Network topology and connectivity,"The following statements are true about our requirements and strategy of how we implement NSG to protect traffic across subnets, as well as east-west traffic across the platform","We use NSGs to help protect traffic across subnets, as well as east/west traffic across the platform (traffic between landing zones).","We use NSGs to help protect traffic across subnets, as well as east/west traffic across the platform (traffic between landing zones).",,,,,,
Network topology and connectivity,"The following statements are true about our requirements and strategy of how we implement NSG to protect traffic across subnets, as well as east-west traffic across the platform",Application teams use application security groups at the subnet-level to help protect multitier VMs within landing zones.,,,,,,,
Network topology and connectivity,"The following statements are true about our requirements and strategy of how we implement NSG to protect traffic across subnets, as well as east-west traffic across the platform",We use NSGs and Application Security Groups to micro-segment traffic within the landing zone and avoid using a central NVA to filter traffic flows.,,,,,,,
Network topology and connectivity,"The following statements are true about our requirements and strategy of how we implement NSG to protect traffic across subnets, as well as east-west traffic across the platform",We enable NSG flow logs on all critical VNets/subnets in our subscription as an audit-ability and security best practice.,,,,,,,
Network topology and connectivity,The following statements are true about our requirements and strategy for Traffic Inspection,"We use Azure Firewall Premium or a partner NVA if advanced firewall capabilities are required (TLS inspection, network intrusion detection and prevention system (IDPS), URL filtering, web categories), for all inbound connections and for East/west traffic filtering (when required).",,,,,,,
Network topology and connectivity,The following statements are true about our requirements and strategy for Traffic Inspection,"When we use Azure Firewall we use Azure Firewall Manager to deploy and manage Azure firewalls across Virtual WAN hubs or in hub virtual networks. When we use partner NVAs, we leverage similar capabilities provided by the vendor of the partner NVA, to deploy, configure and manage them at scale.",,,,,,,
Network topology and connectivity,The following statements are true about our requirements and strategy for Traffic Inspection,"We have a Global Azure Firewall Policy to govern security posture across the global network environment, and we also use some more granular Azure Firewall policies to meet the requirements of specific regions by delegating incremental firewall policies to local security teams via Azure role-based access control. When using partner NVAs we use similar capabilities provided by the vendor of the partner NVA, to deploy, configure and manage firewall policies at scale.",,,,,,,
Network topology and connectivity,The following statements are true about our requirements and strategy for Traffic Inspection,"When we use partner NVAs for East/West and/or North/South traffic protection and filtering, for Virtual WAN network topologies we deploy the partner NVAs to a separate virtual network (for example, NVA Vnet), and then we connect it to the regional Virtual WAN hub and to the landing zones that require access to NVAs; and for non-Virtual WAN network topologies (Traditional Virtual Networks), we deploy the partner NVAs in the Hub virtual network.","When we use partner NVAs for East/West and/or North/South traffic protection and filtering, for Virtual WAN network topologies we deploy the partner NVAs to a separate virtual network (for example, NVA Vnet), and then we connect it to the regional Virtual WAN hub and to the landing zones that require access to NVAs; and for non-Virtual WAN network topologies (Traditional Virtual Networks), we deploy the partner NVAs in the Hub virtual network.",,,,,,
Network topology and connectivity,The following statements are true about our requirements and strategy for Traffic Inspection,Use Network Watcher packets to capture despite the limited capture window.,,,,,,,
Network topology and connectivity,The following statements are true about our requirements and strategy for Traffic Inspection,Use partner solutions for scenarios that require deep packet inspection.,,,,,,,
Network topology and connectivity,The following statements about our central DNS name resolution implementation are true,We have a delegated zone for name resolution (such as azure.contoso.com),,,,,,,
Network topology and connectivity,The following statements about our central DNS name resolution implementation are true,We automatically manage the lifecycle of DNS records for virtual machines deployed in a virtual network by enabling auto-registration for Azure Private DNS.,,,,,,,
Network topology and connectivity,The following statements about our central DNS name resolution implementation are true,"When an environment requires name resolution across on-premises and Azure, we use existing DNS infrastructure (like Active Directory integrated DNS) deployed on at least two VMs. We configure our virtual network DNS settings to use those DNS servers.","When an environment requires name resolution across on-premises and Azure, we use existing DNS infrastructure (like Active Directory integrated DNS) deployed on at least two VMs. We configure our virtual network DNS settings to use those DNS servers.",,,,,,
Network topology and connectivity,The following statements about our central DNS name resolution implementation are true,We use Azure Firewall with DNS proxy or a Virtual Machine as a resolver for cross-premises DNS resolution with Azure Private DNS.,,,,,,,
Network topology and connectivity,The following statements about our central DNS name resolution implementation are true,"We link Azure Private DNS zones to virtual networks, and we use DNS servers as hybrid resolvers with conditional forwarding to on-premises DNS names (for example, corporate.contoso.com). We configure on-premises servers with conditional forwarders to resolver VMs in Azure for our Azure Private DNS zone (for example, azure.contoso.com).",,,,,,,
Network topology and connectivity,The following statements about our central DNS name resolution implementation are true,"We create Azure Private DNS zones within a global connectivity subscription. The zones we create include zones required for accessing Azure PaaS services via a private endpoint (for example, privatelink.database.windows.net, or privatelink.blob.core.windows.net).",,,,,,,
Resource organization,Which option best describes your current usage of Management Groups?,"No usage of management groups, or use of the Tenant Root Management Group only.","No usage of management groups, or use of the Tenant Root Management Group only.",,,,,,
Resource organization,Which option best describes your current usage of Management Groups?,A single management group on top of the Tenant Root Management Group,,,,,,,
Resource organization,Which option best describes your current usage of Management Groups?,Management groups reflect organizational hierarchy and departments. The management groups contain associated subscriptions for each department.,,,,,,,
Resource organization,Which option best describes your current usage of Management Groups?,"Management groups reflect applications/services and their various environments (e.g. prod, test, dev).",,,,,,,
Resource organization,Which option best describes your current usage of Management Groups?,Management groups reflect archetypes built using Azure Policy & RBAC assignments to define different workload requirements. An example of this is the Azure Landing Zone conceptual architecture management group hierarchy.,,,,,,,
Resource organization,Which option best describes your current usage of Management Groups?,"Management Groups reflect archetypes and a ""canary"" testing hierarchy is in use.",,,,,,,
Resource organization,Which of these options best describes your current usage of Subscriptions and how you democratize their usage?,No democratization. One subscription for all resources hosted in Azure.,,,,,,,
Resource organization,Which of these options best describes your current usage of Subscriptions and how you democratize their usage?,"Two subscriptions, one for platform shared services and another for applications/workloads.","Two subscriptions, one for platform shared services and another for applications/workloads.",,,,,,
Resource organization,Which of these options best describes your current usage of Subscriptions and how you democratize their usage?,"Separate subscriptions for different environments (e.g. prod, test, dev). The subscriptions are shared by all applications/workloads and their teams.",,,,,,,
Resource organization,Which of these options best describes your current usage of Subscriptions and how you democratize their usage?,Separate subscriptions for each application/workload team. Each team can have multiple subscriptions depending on their particular application/workload requirements. ,,,,,,,
Resource organization,Which of these options best describes your current usage of Subscriptions and how you democratize their usage?,Separate subscriptions for each application/workload team. Each team can have multiple subscriptions depending on their particular application/workload requirements. There are also separate subscriptions for central shared platform services.,,,,,,,
Resource organization,How do you currently create/provision subscriptions within your environment?,"Manually, by clicking ""Add Subscription"" in the Azure Portal or EA portal.",,,,,,,
Resource organization,How do you currently create/provision subscriptions within your environment?,"Manually, by raising a ticket with our partner/CSP to create one.","Manually, by raising a ticket with our partner/CSP to create one.",,,,,,
Resource organization,How do you currently create/provision subscriptions within your environment?,"Manually, via an API call (ARM, REST, Bicep, Terraform, etc.), from a manual request (e-mail, ticket from ITSM tool).",,,,,,,
Resource organization,How do you currently create/provision subscriptions within your environment?,"Automatically, via an API call (ARM, REST, Bicep, Terraform, etc.) triggered through a pipeline/integration tool.",,,,,,,
Governance,How do you track costs for Azure resources?,We don't track costs for Azure.,We don't track costs for Azure.,,,,,,
Governance,How do you track costs for Azure resources?,We track costs at the subscription level.,,,,,,,
Governance,How do you track costs for Azure resources?,We track costs for some individual workloads.,,,,,,,
Governance,How do you track costs for Azure resources?,We use a cost management tool to track costs for all workloads.,,,,,,,
Governance,How do you track costs for Azure resources?,"Workload owners use a cost management tool to track their resource costs, and they are responsible for optimizing their spending.",,,,,,,
Governance,How do you use Azure resource tagging within your environment?,We don't tag Azure resources with metadata.,,,,,,,
Governance,How do you use Azure resource tagging within your environment?,Azure resource tagging is ad-hoc and manual.,Azure resource tagging is ad-hoc and manual.,,,,,,
Governance,How do you use Azure resource tagging within your environment?,Some Azure resources must have a defined set of tags and are audited for compliance.,,,,,,,
Governance,How do you use Azure resource tagging within your environment?,All azure resources must have a defined set of tags and are audited for compliance.,,,,,,,
Governance,How do you use Azure resource tagging within your environment?,"All Azure resources must have a defined set of tags, and we enforce compliance via automation and/or policy.",,,,,,,
Governance,How do you ensure you're optimizing your spending on Azure services?,We don't actively review resource utilization for cost optimization opportunities.,We don't actively review resource utilization for cost optimization opportunities.,,,,,,
Governance,How do you ensure you're optimizing your spending on Azure services?,Some teams review Azure Advisor for recommendations when workload costs exceed expectations.,,,,,,,
Governance,How do you ensure you're optimizing your spending on Azure services?,Some teams proactively review Azure Advisor (or a similar tool) recommendations for cost optimization opportunities.,,,,,,,
Governance,How do you ensure you're optimizing your spending on Azure services?,Teams proactively review Azure Advisor (or similar tool) recommendations for cost optimization opportunities.,,,,,,,
Governance,How do you ensure you're optimizing your spending on Azure services?,Teams proactively review Azure Advisor (or similar tool) recommendations for cost optimization opportunities and also leverage Reserved Instances.,,,,,,,
Management,How do you retain logs for insights and analytics?,We don't retain logs from Azure services.,,,,,,,
Management,How do you retain logs for insights and analytics?,Log retention is ad-hoc and configured manually.,Log retention is ad-hoc and configured manually.,,,,,,
Management,How do you retain logs for insights and analytics?,Log retention is automated for some resources and manual for others.,,,,,,,
Management,How do you retain logs for insights and analytics?,"Log retention is enforced, and Azure logs are sent to an on-premises system.",,,,,,,
Management,How do you retain logs for insights and analytics?,"Log retention is enforced, and Azure logs are stored in Azure.",,,,,,,
Management,How do you ensure Azure resource configurations are compliant with organizational and regulatory standards?,We have no mechanism in place to evaluate Azure resource configurations and ensure compliance.,We have no mechanism in place to evaluate Azure resource configurations and ensure compliance.,,,,,,
Management,How do you ensure Azure resource configurations are compliant with organizational and regulatory standards?,Azure resource configuration evaluation for compliance is a manual process.,,,,,,,
Management,How do you ensure Azure resource configurations are compliant with organizational and regulatory standards?,Some Azure resource configurations are automatically audited against documented standards.,,,,,,,
Management,How do you ensure Azure resource configurations are compliant with organizational and regulatory standards?,All Azure resource configurations are automatically audited against documented standards. Remediation activities are done manually.,,,,,,,
Management,How do you ensure Azure resource configurations are compliant with organizational and regulatory standards?,"All Azure resource configurations are automatically audited against documented standards. Remediation activities are automated, and/or non-compliant resource deployments are blocked.",,,,,,,
Security,How do you meet your security requirements in Azure?,We haven't defined or documented security requirements for Azure.,,,,,,,
Security,How do you meet your security requirements in Azure?,Some Azure resources are integrated with our security assessment and SIEM solutions.,Some Azure resources are integrated with our security assessment and SIEM solutions.,,,,,,
Security,How do you meet your security requirements in Azure?,"Some Azure subscriptions and resources are integrated with our security assessment and SIEM solutions. Secure resource configurations are defined, but not enforced.",,,,,,,
Security,How do you meet your security requirements in Azure?,"All Azure subscriptions and resources are manually integrated with our security assessment and SIEM solutions. Secure resource configurations are defined, but not enforced.",,,,,,,
Security,How do you meet your security requirements in Azure?,All Azure subscriptions and resources are automatically integrated at time of deployment with our security assessment and SIEM solutions. Secure resource configurations are defined and enforced.,,,,,,,
Security,How do you determine whether to allow Azure services in your environment or not?,We have no defined process for evaluating Azure resource types before allowing them in our environment.,We have no defined process for evaluating Azure resource types before allowing them in our environment.,,,,,,
Security,How do you determine whether to allow Azure services in your environment or not?,We assess the security configurations of some Azure services in our environment.,,,,,,,
Security,How do you determine whether to allow Azure services in your environment or not?,We assess the security configurations of most Azure services in our environment.,,,,,,,
Security,How do you determine whether to allow Azure services in your environment or not?,"We have a well-defined process for assessing Azure service security configurations as well as monitoring, alerting, and integrating services with existing systems. Secure resource configurations are defined but not enforced.",,,,,,,
Security,How do you determine whether to allow Azure services in your environment or not?,"We have a well-defined process for assessing Azure service security configurations as well as monitoring, alerting, and integrating services with existing systems. Secure resource configurations are defined and automatically enforced.",,,,,,,
Platform automation and DevOps,How do you manage and deploy changes to your Azure Landing Zone environment(s)?,"Manually, through the Azure Portal.","Manually, through the Azure Portal.",Not currently being used,,,,,
Platform automation and DevOps,How do you manage and deploy changes to your Azure Landing Zone environment(s)?,"Manually, through imperative tools like Azure PowerShell or Azure CLI.",,Not currently being used,,,,,
Platform automation and DevOps,How do you manage and deploy changes to your Azure Landing Zone environment(s)?,"Manually, via declarative Infrastructure-as-Code tools like ARM Template, Bicep, Terraform, etc.",,Not currently being used,,,,,
Platform automation and DevOps,How do you manage and deploy changes to your Azure Landing Zone environment(s)?,"Automatically, through a CI/CD pipeline, using imperative tools like Azure PowerShell or Azure CLI. Code is stored centrally in a Git repository.",,Not currently being used,,,,,
Platform automation and DevOps,How do you manage and deploy changes to your Azure Landing Zone environment(s)?,"Automatically, through a CI/CD pipeline, using Infrastructure-as-Code tools like ARM Template, Bicep, Terraform, etc. Code is stored centrally in a Git repository. ",,Not currently being used,,,,,
Platform automation and DevOps,How do different teams work together and deploy and manage their Azure resource deployments?,Teams use a common CI/CD pipeline (or multiple CI/CD pipelines) and Git repository to deploy to Azure.,,,,,,,
Platform automation and DevOps,How do different teams work together and deploy and manage their Azure resource deployments?,"All teams are encouraged to deploy resources in whatever way fits their requirements for achieving their goals and SLAs whilst using declarative Infrastructure-as-Code tooling. Teams work separately from each other in their own Git repository and CI/CD pipeline (or pipelines), which gives each team autonomy.","All teams are encouraged to deploy resources in whatever way fits their requirements for achieving their goals and SLAs whilst using declarative Infrastructure-as-Code tooling. Teams work separately from each other in their own Git repository and CI/CD pipeline (or pipelines), which gives each team autonomy.",,,,,,
Platform automation and DevOps,Which Azure Policy effect(s) do you use in your Azure Landing Zones environment to control and audit subscriptions and their resources?,"Deny, Disabled","Deny, Disabled",Not being used,,,,,
Platform automation and DevOps,Which Azure Policy effect(s) do you use in your Azure Landing Zones environment to control and audit subscriptions and their resources?,"Append, Modify, DeployIfNotExists ",,Not being used,,,,,
Platform automation and DevOps,Which Azure Policy effect(s) do you use in your Azure Landing Zones environment to control and audit subscriptions and their resources?,"Audit, AuditIfNotExists, and/or setting ""Enforcement Mode"" on Policy Assignments to ""Disabled"" (which achieves same result as the Audit effect for Modify & DeployIfNotExists).",,Not being used,,,,,
Platform automation and DevOps,"How do your structure you teams internally, and how do they interact to deploy and manage Azure?","We don't have team structures defined. Everyone has the same access and can deploy whatever they need, wherever they need.",,,,,,,
Platform automation and DevOps,"How do your structure you teams internally, and how do they interact to deploy and manage Azure?","A single central IT team deploys and manages everything in Azure, platform, and applications. ","A single central IT team deploys and manages everything in Azure, platform, and applications. ",,,,,,
Platform automation and DevOps,"How do your structure you teams internally, and how do they interact to deploy and manage Azure?","A platform team (or teams) deploys and manages platform resources like Management Groups, Policy, RBAC, Hub Networking & Hybrid Connectivity (like VPN/ExpressRoute), Identity, etc. Platform functions might be split further between teams, such as networking resources being managed by a networking team and additional teams being in charge of identity and Azure platform/governance resources.",,,,,,,
